Id,title,last_reform_date,source,text,jurisdiction
7.00941,"SENTENCIA
				 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 85/2016, así como 
				el Voto Concurrente de la señora Ministra Loretta Ortiz Ahlf.",04/07/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/941inconst_04jul24.doc,7.00941.txt,MX
7.00940,"SENTENCIA
				 
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 114/2022, así 
				como los Votos Concurrente y Particular de la señora Ministra 
				Presidenta Norma Lucía Piña Hernández y Concurrentes de los 
				señores Ministros Juan Luis González Alcántara Carrancá y Javier 
				Laynez Potisek.",03/07/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/940inconst_03jul24.doc,7.00940.txt,MX
7.00939,"SENTENCIA
				 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 106/2021 y su 
				acumulada 108/2021, así como los Votos Particular de la señora 
				Ministra Yasmín Esquivel Mossa, Concurrente de la señora 
				Ministra Presidenta Norma Lucía Piña Hernández, y Aclaratorios 
				de la señora Ministra Loretta Ortiz Ahlf y del señor Ministro 
				Juan Luis González Alcántara Carrancá.",20/06/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/939inconst_20jun24.doc,7.00939.txt,MX
7.00938,"SENTENCIA
				 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 174/2021, así 
				como los Votos Concurrentes de las señoras ministras Yasmín 
				Esquivel Mossa y Presidenta Norma Lucía Piña Hernández, y 
				Aclaratorio de la señora Ministra Ana Margarita Ríos Farjat.",14/06/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/938inconst_14jun24.doc,7.00938.txt,MX
7.00937,"SENTENCIA
				 
				
				
				dictada por el 
				Tribunal 
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 103/2023, así como el Voto Concurrente 
				de la señora Ministra Presidenta Norma Lucía Piña Hernández.",13/06/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/937inconst_13jun24.doc,7.00937.txt,MX
7.00936,"SENTENCIA
				 
				
				
				dictada por el Tribunal 
				Pleno de la 
				Suprema Corte de Justicia de la Nación en la Acción de 
				Inconstitucionalidad 198/2023 y su acumulada 200/2023, así como 
				los Votos Particular de la señora Ministra Lenia Batres 
				Guadarrama y Aclaratorio de la señora Ministra Ana Margarita 
				Ríos Farjat.",12/06/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/936inconst_12jun24.doc,7.00936.txt,MX
7.00935,"SENTENCIA
				 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 106/2023.",11/06/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/935inconst_11jun24.doc,7.00935.txt,MX
7.00934,"SENTENCIA
				 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 35/2023, así como 
				los Votos Concurrente de la señora Ministra Ana Margarita Ríos 
				Farjat y Concurrente y Aclaratorio de la señora Ministra 
				Presidenta Norma Lucía Piña Hernández.",07/06/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/934inconst_07jun24.doc,7.00934.txt,MX
7.00933,"SENTENCIA
				 
				
				dictada por 
				el Tribunal Pleno de la Suprema Corte de Justicia de la Nación 
				en la Acción de Inconstitucionalidad 138/2022, así como los 
				Votos Concurrente de la señora Ministra Ana Margarita Ríos 
				Farjat y Particular de la señora Ministra Presidenta Norma Lucía 
				Piña Hernández.",05/06/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/933inconst_05jun24.doc,7.00933.txt,MX
7.00932,"SENTENCIA
				 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 134/2019 y su 
				acumulada 137/2019, así como los Votos Particular de la señora 
				Ministra Yasmín Esquivel Mossa, Particular y Concurrente de la 
				señora Ministra Ana Margarita Ríos Farjat, Particular y 
				Aclaratorio del señor Ministro Juan Luis González Alcántara 
				Carrancá, Concurrentes de las señoras Ministras Yasmín Esquivel 
				Mossa, Lenia Batres Guadarrama y Presidenta Norma Lucía Piña 
				Hernández, así como del señor Ministro Alfredo Gutiérrez Ortiz 
				Mena, y Concurrente y Particular de la señora Ministra Loretta 
				Ortiz Ahlf.",31/05/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/932inconst_31may24.doc,7.00932.txt,MX
7.00931,"SENTENCIA
				 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 76/2023 y sus 
				acumuladas 80/2023 y 83/2023, así como los Votos Concurrente de 
				la señora Ministra Presidenta Norma Lucía Piña Hernández y 
				Particular del señor Ministro Javier Laynez Potisek.",28/05/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/931inconst_28may24.doc,7.00931.txt,MX
7.00930,"SENTENCIA 
				
				
				dictada por el 
				
				Tribunal Pleno de la Suprema Corte de Justicia de la Nación en 
				la Acción de Inconstitucionalidad 155/2023, así como el Voto 
				Particular de la señora Ministra Lenia Batres Guadarrama.",24/05/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/930inconst_24may24.doc,7.00930.txt,MX
7.00929,"SENTENCIA 
				
				
				dictada por el 
				Tribunal 
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 67/2023, así como los Votos Aclaratorios 
				de las señoras Ministras Yasmín Esquivel Mossa y Ana Margarita 
				Ríos Farjat, Concurrente del señor Ministro Javier Laynez 
				Potisek, y Concurrente y Aclaratorio de la señora Ministra 
				Presidenta Norma Lucía Piña Hernández.",23/05/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/929inconst_23may24.doc,7.00929.txt,MX
7.00928,"SENTENCIA 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 135/2022, así 
				como los Votos Particular y Concurrente de la señora Ministra 
				Loretta Ortiz Ahlf, Concurrente de la señora Ministra Yasmín 
				Esquivel Mossa, y Aclaratorio, Concurrente y Particular de la 
				señora Ministra Presidenta Norma Lucía Piña Hernández.",14/05/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/928inconst_14may24.doc,7.00928.txt,MX
7.00927,"SENTENCIA 
				
				
				dictada por el Tribunal 
				
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 117/2021, así como el Voto Aclaratorio 
				de la señora Ministra Ana Margarita Ríos Farjat.",13/05/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/927inconst_13may24.doc,7.00927.txt,MX
7.00926,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 132/2022, así 
				como los Votos Concurrente de la señora Ministra Yasmín Esquivel 
				Mossa, Concurrente y Particular de la señora Ministra Presidenta 
				Norma Lucía Piña Hernández y Aclaratorio de la señora Ministra 
				Ana Margarita Ríos Farjat.",10/05/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/926inconst_10may24.doc,7.00926.txt,MX
7.00925,"SENTENCIA 
				
				
				dictada por el Tribunal 
				
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 104/2023 y su acumulada 105/2023.",26/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/925inconst_26abr24.doc,7.00925.txt,MX
7.00924,"SENTENCIA 
				
				
				dictada por el Tribunal 
				
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 134/2023, así como los Votos 
				Particulares de la señora Ministra Loretta Ortiz Ahlf y del 
				señor Ministro Javier Laynez Potisek, y Concurrente de la señora 
				Ministra Presidenta Norma Lucía Piña Hernández.",25/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/924inconst_25abr24.doc,7.00924.txt,MX
7.00923,"SENTENCIA 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 169/2022.",23/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/923inconst_23abr24.doc,7.00923.txt,MX
7.00922,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 155/2020 y su 
				acumulada 221/2020, así como los Votos Particulares y 
				Concurrentes de la señora Ministra Loretta Ortiz Ahlf y del 
				señor Ministro Luis María Aguilar Morales, Concurrentes y 
				Particulares de las señoras Ministras Ana Margarita Ríos Farjat 
				y Presidenta Norma Lucía Piña Hernández y del señor Ministro 
				Juan Luis González Alcántara Carrancá y Aclaratorio del señor 
				Ministro Javier Laynez Potisek.",22/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/922inconst_22abr24.doc,7.00922.txt,MX
7.00921,"SENTENCIA 
				
				
				dictada por el Tribunal 
				
				Pleno de la Suprema Corte de Justicia de la Nación en la 
				Acción de 
				Inconstitucionalidad 192/2023 y sus acumuladas 193/2023, 
				194/2023, 195/2023 y 196/2023, así como los Votos Concurrente y 
				Particular de la señora Ministra 
				
				Loretta Ortiz Ahlf, y Concurrentes y Aclaratorios de las señoras 
				Ministras 
				Ana Margarita 
				Ríos Farjat y Presidenta Norma Lucía Piña Hernández.",19/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/921inconst_19abr24.doc,7.00921.txt,MX
7.00920,"SENTENCIA 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 111/2022 y su 
				acumulada 112/2022, así como el Voto Particular y Aclaratorio de 
				la señora Ministra Presidenta Norma Lucía Piña Hernández.",15/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/920inconst_15abr24.doc,7.00920.txt,MX
7.00919,"SENTENCIA 
				
				
				dictada por el 
				Tribunal 
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 84/2023, así como el Voto Particular de 
				la señora Ministra Presidenta Norma Lucía Piña Hernández.",11/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/919inconst_11abr24.doc,7.00919.txt,MX
7.00918,"SENTENCIA 
				
				
				dictada por el 
				Tribunal 
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 172/2023 y sus acumuladas 173/2023, 
				174/2023 y 175/2023, así como el Voto Aclaratorio de la señora 
				Ministra 
				
				Loretta Ortiz Ahlf.",04/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/918inconst_04abr24.doc,7.00918.txt,MX
7.00917,"SENTENCIA 
				
				
				dictada por el Tribunal 
				
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 135/2023, así como el Voto Concurrente 
				del señor Ministro Juan Luis González Alcántara Carrancá.",02/04/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/917inconst_02abr24.doc,7.00917.txt,MX
7.00916,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 156/2022 y su 
				acumulada 158/2022, así como los Votos Particular de la señora 
				Ministra Presidenta Norma Lucía Piña Hernández y Aclaratorio de 
				la señora Ministra Ana Margarita Ríos Farjat.",28/03/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/916inconst_28mar24.doc,7.00916.txt,MX
7.00915,"SENTENCIA
				 
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 88/2023.",27/03/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/915inconst_27mar24.doc,7.00915.txt,MX
7.00914,"SENTENCIA 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 189/2023, así 
				como el Voto Particular de la señora Ministra Ana Margarita Ríos 
				Farjat.",21/03/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/914inconst_21mar24.doc,7.00914.txt,MX
7.00913,"SENTENCIA 
				
				
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 124/2022.",19/03/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/913inconst_19mar24.doc,7.00913.txt,MX
7.00912,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 164/2022, así 
				como los Votos Concurrentes de las señoras Ministras Yasmín 
				Esquivel Mossa y Loretta Ortiz Ahlf, y del señor Ministro Luis 
				María Aguilar Morales, y Particular de la señora Ministra 
				Presidenta Norma Lucía Piña Hernández.",15/03/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/912inconst_15mar24.doc,7.00912.txt,MX
7.00911,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 187/2023 y su 
				acumulada 188/2023, así como los Votos Particulares de las 
				señoras Ministras Yasmín Esquivel Mossa y Loretta Ortiz Ahlf, y 
				Particular y Concurrente del señor Ministro Juan Luis González 
				Alcántara Carrancá..",08/03/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/911inconst_08mar24.doc,7.00911.txt,MX
7.00910,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 133/2022, así 
				como el Voto Concurrente de la señora Ministra Presidenta Norma 
				Lucía Piña Hernández.",05/03/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/910inconst_05mar24.doc,7.00910.txt,MX
7.00909,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				308/2020 y su acumulada 3/2021, así como los Votos Concurrente 
				de la señora Ministra Presidenta Norma Lucía Piña Hernández y 
				Particular del señor Ministro Juan Luis González Alcántara 
				Carrancá.
				
				 
				
				
				-----
				
				Nota: Declara 
				la invalidez de artículos de la
				
				
				
				Código 
				Fiscal de la Federación.",04/03/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/909inconst_04mar24.doc,7.00909.txt,MX
7.00908,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 137/2023 y sus 
				acumuladas 140/2023, 141/2023 y 142/2023, así como el Voto 
				Concurrente del señor Ministro Javier Laynez Potisek.",28/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/908inconst_28feb24.doc,7.00908.txt,MX
7.00907,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 123/2022.",27/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/907inconst_27feb24.doc,7.00907.txt,MX
7.00906,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				74/2022.",26/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/906inconst_26feb24.doc,7.00906.txt,MX
7.00905,"SENTENCIA dictada por el Tribunal Pleno de la Suprema 
				Corte de Justicia de la Nación en la Acción de 
				Inconstitucionalidad 161/2023 y sus acumuladas 166/2023, 
				167/2023, 169/2023 y 171/2023, así como los Votos Particulares 
				de las señoras Ministras Yasmín Esquivel Mossa y Ana Margarita 
				Ríos Farjat, y Concurrente y Particular de la señora Ministra 
				Loretta Ortiz Ahlf.",23/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/905inconst_23feb24.doc,7.00905.txt,MX
7.00904,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Acción de Inconstitucionalidad 130/2021, así 
				como los Votos Concurrentes de las señoras Ministras Yasmín 
				Esquivel Mossa y Presidenta Norma Lucía Piña Hernández, y de los 
				señores Ministros Juan Luis González Alcántara Carrancá y Luis 
				María Aguilar Morales.",22/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/904inconst_22feb24.doc,7.00904.txt,MX
7.00903,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				80/2021, así como los Votos Particular de la señora Ministra 
				Yasmín Esquivel Mossa y Concurrentes de la señora Ministra 
				Presidenta Norma Lucía Piña Hernández y de los señores Ministros 
				Juan Luis González Alcántara Carrancá y Luis María Aguilar 
				Morales.",21/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/903inconst_21feb24.doc,7.00903.txt,MX
7.00902,"SENTENCIA dictada por el 
				Tribunal 
				Pleno de la Suprema Corte de Justicia de la Nación 
				
				en la 
				Acción de Inconstitucionalidad 159/2022, así como el Voto 
				Concurrente de la señora Ministra Presidenta Norma Lucía Piña 
				Hernández.",19/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/902inconst_19feb24.doc,7.00902.txt,MX
7.00901,"SENTENCIA dictada por el 
				Tribunal 
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 27/2023 y sus acumuladas 28/2023, 
				44/2023, 56/2023 y 59/2023, así como el Voto Concurrente del 
				señor Ministro Juan Luis González Alcántara Carrancá.",16/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/901inconst_16feb24.doc,7.00901.txt,MX
7.00900,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				168/2022 y su acumulada 171/2022.",15/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/900inconst_15feb24.doc,7.00900.txt,MX
7.00899,"SENTENCIA dictada por el 
				Tribunal 
				Pleno de la Suprema Corte de Justicia de la Nación en la Acción 
				de Inconstitucionalidad 166/2022.",13/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/899inconst_13feb24.doc,7.00899.txt,MX
7.00898,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				81/2023, así como los Votos Concurrentes de las señoras 
				Ministras Loretta Ortiz Ahlf y Presidenta Norma Lucía Piña 
				Hernández.",12/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/898inconst_12feb24.doc,7.00898.txt,MX
7.00897,"SENTENCIA dictada por el Tribunal Pleno de la Suprema 
				Corte de Justicia de la Nación en la Acción de 
				Inconstitucionalidad 61/2023.",09/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/897inconst_09feb24.doc,7.00897.txt,MX
7.00896,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				3/2023 y sus acumuladas 4/2023, 5/2023, 6/2023, 7/2023, 8/2023, 
				9/2023, 10/2023, 12/2023, 13/2023, 14/2023, 21/2023, 24/2023, 
				48/2023 y 57/2023, así como el Voto Concurrente del señor 
				Ministro Jorge Mario Pardo Rebolledo.",08/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/896inconst_08feb24.doc,7.00896.txt,MX
7.00895,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				90/2022 y sus acumuladas 91/2022, 92/2022, 93/2022 y 94/2022.",07/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/895inconst_07feb24.doc,7.00895.txt,MX
7.00894,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				52/2023.",02/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/894inconst_02feb24.doc,7.00894.txt,MX
7.00893,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte 
				de Justicia de la Nación en la Acción de Inconstitucionalidad 
				107/2023.",01/02/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/893inconst_01feb24.doc,7.00893.txt,MX
7.00892,"SENTENCIA dictada 
				por el Tribunal Pleno de la Suprema Corte de Justicia de la 
				Nación en la 
				Acción de 
				Inconstitucionalidad 68/2023, así como el Voto Concurrente de la 
				señora Ministra Ana Margarita Ríos Farjat.",26/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/892inconst_26ene24.doc,7.00892.txt,MX
7.00891,"SENTENCIA dictada 
				por el Tribunal Pleno de la Suprema Corte de Justicia de la 
				Nación en la Acción de Inconstitucionalidad 22/2023.",25/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/891inconst_25ene24.doc,7.00891.txt,MX
7.00890,"SENTENCIA dictada 
				por el Tribunal Pleno de la Suprema Corte de Justicia de la 
				Nación en la Acción de Inconstitucionalidad 141/2022 y su 
				acumulada 152/2022, así como los Votos Concurrente y Aclaratorio 
				de la señora Ministra Ana Margarita Ríos Farjat y Particular del 
				señor Ministro Luis María Aguilar Morales.",24/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/890inconst_24ene24.doc,7.00890.txt,MX
7.00889,"SENTENCIA dictada 
				por el Tribunal Pleno de la Suprema Corte de Justicia de la 
				Nación en la Acción de Inconstitucionalidad 139/2022.",23/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/889inconst_23ene24.doc,7.00889.txt,MX
7.00888,"SENTENCIA dictada 
				por el Tribunal Pleno de la Suprema Corte de Justicia de la 
				Nación en la Acción de Inconstitucionalidad 43/2022 y su 
				acumulada 47/2022, así como los Votos Concurrentes de la señora 
				Ministra Yasmín Esquivel Mossa y del señor Ministro Luis María 
				Aguilar Morales, y Concurrentes y Particulares de los señores 
				Ministros Juan Luis González Alcántara Carrancá y Javier Laynez 
				Potisek.",22/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/888inconst_22ene24.doc,7.00888.txt,MX
7.00887,"SENTENCIA dictada 
				por el Tribunal Pleno de la Suprema Corte de Justicia de la 
				Nación en la Acción de Inconstitucionalidad 50/2023.",19/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/887inconst_19ene24.doc,7.00887.txt,MX
7.00886,"SENTENCIA dictada 
				por el Tribunal Pleno de la Suprema Corte de Justicia de la 
				Nación en la Acción de Inconstitucionalidad 127/2021 y su 
				acumulada 131/2021, así como los Votos Particular y Aclaratorio 
				de la señora Ministra Presidenta Norma Lucía Piña Hernández y 
				Concurrente del señor Ministro Juan Luis González Alcántara 
				Carrancá.",18/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/886inconst_18ene24.doc,7.00886.txt,MX
7.00885,"SENTENCIA dictada 
				por el Tribunal Pleno de la Suprema Corte de Justicia de la 
				Nación en la Acción de Inconstitucionalidad 105/2022, así como 
				los Votos Concurrentes de la señora Ministra Yasmín Esquivel 
				Mossa y de los señores Ministros Jorge Mario Pardo Rebolledo y 
				Javier Laynez Potisek.",17/01/2024,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/885inconst_17ene24.doc,7.00885.txt,MX
