Id,file,jurisdiction,last_reform_date,source,title
8.00341,8.00341.txt,MX,2023-11-14,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/341controv_14nov23.doc,SENTENCIA DICTADA POR LA SEGUNDA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 158/2021.
8.00340,8.00340.txt,MX,2023-11-08,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/340controv_08nov23.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 21/2020, ASÍ COMO EL VOTO CONCURRENTE DEL SEÑOR MINISTRO JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ."
8.00339,8.00339.txt,MX,2023-10-27,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/339controv_27oct23.doc,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 67/2021.
8.00338,8.00338.txt,MX,2023-07-12,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/338controv_12jul23.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 13/2021, ASÍ COMO EL VOTO ACLARATORIO Y CONCURRENTE DE LA SEÑORA MINISTRA PRESIDENTA NORMA LUCÍA PIÑA HERNÁNDEZ."
8.00337,8.00337.txt,MX,2023-06-29,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/337controv_29jun23.doc,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 122/2021.
8.00336,8.00336.txt,MX,2023-06-07,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/336controv_07jun23.doc,SENTENCIA DICTADA POR LA SEGUNDA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 331/2019.
8.00335,8.00335.txt,MX,2023-06-02,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/335controv_02jun23.doc,SENTENCIA DICTADA POR LA SEGUNDA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 178/2021.
8.00334,8.00334.txt,MX,2023-05-30,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/334controv_30may23.doc,SENTENCIA DICTADA POR LA SEGUNDA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 39/2020.
8.00333,8.00333.txt,MX,2023-05-18,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/333controv_18may23.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 82/2022, ASÍ COMO EL VOTO PARTICULAR DE LA SEÑORA MINISTRA YASMÍN ESQUIVEL MOSSA."
8.00332,8.00332.txt,MX,2023-05-11,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/332controv_11may23.doc,SENTENCIA DICTADA POR LA SEGUNDA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 68/2021.
8.00331,8.00331.txt,MX,2023-05-10,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/331controv_10may23.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 35/2020, ASÍ COMO EL VOTO PARTICULAR DE LA SEÑORA MINISTRA YASMÍN ESQUIVEL MOSSA."
8.00330,8.00330.txt,MX,2023-05-09,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/330controv_09may23.doc,SENTENCIA DICTADA POR LA SEGUNDA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 9/2022.
8.00329,8.00329.txt,MX,2023-05-08,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/329controv_08may23.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 212/2020, ASÍ COMO EL VOTO ACLARATORIO DEL SEÑOR MINISTRO JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ."
8.00328,8.00328.txt,MX,2023-05-03,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/328controv_03may23.doc,SENTENCIA DICTADA POR LA SEGUNDA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 77/2022.
8.00327,8.00327.txt,MX,2023-04-07,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/327controv_07abr23.doc,"SENTENCIA DICTADA POR LA PRIMERA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 209/2021, ASÍ COMO EL VOTO CONCURRENTE DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ. ----- NOTA: DECLARA LA INVALIDEZ DEL RAMO 22 (INSTITUTO NACIONAL ELECTORAL) DEL PRESUPUESTO DE EGRESOS DE LA FEDERACIÓN PARA EL EJERCICIO FISCAL 2022."
8.00326,8.00326.txt,MX,2023-03-23,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/326controv_23mar23.doc,SENTENCIA DICTADA POR LA PRIMERA SALA DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 192/2021.
8.00325,8.00325.txt,MX,2023-03-17,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/325controv_17mar23.doc,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 84/2021.
8.00324,8.00324.txt,MX,2023-03-16,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/324controv_16mar23.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 342/2019, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT Y ACLARATORIO DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ Y DEL SEÑOR MINISTRO ALFREDO GUTIÉRREZ ORTIZ MENA."
8.00323,8.00323.txt,MX,2023-01-11,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/323controv_11ene23.doc,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 69/2021.
8.00322,8.00322.txt,MX,2023-01-04,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/322controv_04ene23.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 316/2019, ASÍ COMO EL VOTO PARTICULAR DE LA SEÑORA MINISTRA YASMÍN ESQUIVEL MOSSA."
8.00321,8.00321.txt,MX,2022-12-22,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/321controv_22dic22.doc,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 56/2021.
8.00320,8.00320.txt,MX,2022-12-21,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/320controv_21dic22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 204/2020, ASÍ COMO EL VOTO ACLARATORIO DEL SEÑOR MINISTRO JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ."
8.00319,8.00319.txt,MX,2022-11-28,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/319controv_28nov22.doc,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 332/2019.
8.00318,8.00318.txt,MX,2022-11-15,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/318controv_15nov22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 20/2018, ASÍ COMO EL VOTO PARTICULAR Y CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT, Y LOS VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, JAVIER LAYNEZ POTISEK Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA."
8.00317,8.00317.txt,MX,2022-11-04,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/317controv_04nov22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 22/2018, ASÍ COMO EL VOTO PARTICULAR Y CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT, Y LOS VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, JAVIER LAYNEZ POTISEK Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA."
8.00316,8.00316.txt,MX,2022-11-02,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/316controv_02nov22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 19/2018, ASÍ COMO LOS VOTOS PARTICULAR Y CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT Y PARTICULARES DE LOS SEÑORES MINISTROS JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, JAVIER LAYNEZ POTISEK Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA."
8.00315,8.00315.txt,MX,2022-10-31,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/315controv_31oct22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 18/2018, ASÍ COMO LOS VOTOS PARTICULAR Y CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT Y PARTICULARES DE LOS SEÑORES MINISTROS JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, JAVIER LAYNEZ POTISEK Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA."
8.00314,8.00314.txt,MX,2022-10-28,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/314controv_28oct22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 16/2018, ASÍ COMO LOS VOTOS PARTICULAR Y CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT, Y PARTICULARES DE LOS SEÑORES MINISTROS JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, JAVIER LAYNEZ POTISEK Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA."
8.00313,8.00313.txt,MX,2022-10-26,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/313controv_26oct22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 15/2018, ASÍ COMO LOS VOTOS PARTICULAR Y CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT Y PARTICULARES DE LOS SEÑORES MINISTROS JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, JAVIER LAYNEZ POTISEK Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA."
8.00312,8.00312.txt,MX,2022-10-11,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/312controv_11oct22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 12/2018, ASÍ COMO LOS VOTOS PARTICULAR Y CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT Y VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y JAVIER LAYNEZ POTISEK."
8.00311,8.00311.txt,MX,2022-10-10,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/311controv_10oct22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 11/2018, ASÍ COMO LOS VOTOS PARTICULAR Y CONCURRENTE DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT, Y PARTICULARES DE LOS SEÑORES MINISTROS JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y JAVIER LAYNEZ POTISEK."
8.00310,8.00310.txt,MX,2022-10-03,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/310controv_03oct22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 149/2020, ASÍ COMO LOS VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, PARTICULAR Y CONCURRENTE DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES, CONCURRENTES DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y CONCURRENTE DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK Y DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012."
8.00309,8.00309.txt,MX,2022-09-12,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/309controv_12sep22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 154/2020, ASÍ COMO LOS VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, PARTICULAR Y CONCURRENTE DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES, CONCURRENTES DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ Y DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012."
8.00308,8.00308.txt,MX,2022-09-09,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/308controv_09sep22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 138/2020, ASÍ COMO LOS VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, PARTICULAR Y CONCURRENTE DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES, CONCURRENTES DE LA SEÑORA MINISTRA NORMA LUCIA PIÑA HERNÁNDEZ Y DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012."
8.00307,8.00307.txt,MX,2022-09-01,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/307controv_01sep22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 78/2020, ASÍ COMO LOS VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, PARTICULAR Y CONCURRENTE DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES, CONCURRENTES DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ Y DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012."
8.00306,8.00306.txt,MX,2022-08-31,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/306controv_31ago22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 61/2020, ASÍ COMO LOS VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, PARTICULAR Y CONCURRENTE DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES, CONCURRENTES DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ Y DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012."
8.00305,8.00305.txt,MX,2022-08-26,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/305controv_26ago22.doc,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 70/2020, ASÍ COMO LOS VOTOS PARTICULARES DE LOS SEÑORES MINISTROS JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, PARTICULAR Y CONCURRENTE DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES, CONCURRENTES DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ Y DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012."
