Id,last_reform_date,title,source,text,jurisdiction
10.00024,09/07/2024,NOM-005-SEDATU-2024,https://diariooficial.gob.mx/normasOficiales/9450/sedatu/sedatu.html,10.00024.txt,MX
10.00025,09/07/2024,PROY-NOM-045-SSA-2024,https://diariooficial.gob.mx/normasOficiales/9451/salud/salud.html,10.00025.txt,MX
10.00026,08/07/2024,PROY-NOM-042-SSA2-2017,https://diariooficial.gob.mx/normasOficiales/9445/salud/salud.html,10.00026.txt,MX
10.00027,08/07/2024,NOM-038-SSA2-2010,https://diariooficial.gob.mx/normasOficiales/9446/salud_2/salud_2.html,10.00027.txt,MX
10.00028,08/07/2024,NOM-029-SSA2-1999,https://diariooficial.gob.mx/normasOficiales/9447/salud_3/salud_3.html,10.00028.txt,MX
10.00029,08/07/2024,NOM-033-SSA2-2011,https://diariooficial.gob.mx/normasOficiales/9448/salud_4/salud_4.html,10.00029.txt,MX
10.00030,08/07/2024,PROY-NOM-029-SSA2-2014,https://diariooficial.gob.mx/normasOficiales/9449/salud_5/salud_5.html,10.00030.txt,MX
10.00031,05/07/2024,PROY-NOM-018-SSA-2024,https://diariooficial.gob.mx/normasOficiales/9444/salud/salud.html,10.00031.txt,MX
10.00032,28/06/2024,NOM-259-SE-2022,https://diariooficial.gob.mx/normasOficiales/9443/seeco/seeco.html,10.00032.txt,MX
10.00033,25/06/2024,PROY-NOM-011-ARTF-2024,https://diariooficial.gob.mx/normasOficiales/9442/sict/sict.html,10.00033.txt,MX
10.00034,18/06/2024,NOM-064-SCT3-2023,https://diariooficial.gob.mx/normasOficiales/9441/sict/sict.html,10.00034.txt,MX
10.00035,11/06/2024,PROY-NOM-259-SE-2021,https://diariooficial.gob.mx/normasOficiales/9439/seeco/seeco.html,10.00035.txt,MX
10.00036,11/06/2024,NOM-020-SEMAR-2024,https://diariooficial.gob.mx/normasOficiales/9440/sm/sm.html,10.00036.txt,MX
10.00037,07/06/2024,PROY-NOM-174-SEMARNAT-2024,https://diariooficial.gob.mx/normasOficiales/9438/semarnat/semarnat.html,10.00037.txt,MX
10.00038,29/05/2024,PROY-NOM-033-SCT2-2024,https://diariooficial.gob.mx/normasOficiales/9437/sict/sict.html,10.00038.txt,MX
10.00039,27/05/2024,NOM-043-SCT-SEMAR-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9436/sict/sict.html,10.00039.txt,MX
10.00040,24/05/2024,NOM-008-NUCL-2024,https://diariooficial.gob.mx/normasOficiales/9434/sener/sener.html,10.00040.txt,MX
10.00041,24/05/2024,NOM-003-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9435/sict/sict.html,10.00041.txt,MX
10.00042,23/05/2024,NOM-006-SCT-2-2023,https://diariooficial.gob.mx/normasOficiales/9432/sict1/sict1.html,10.00042.txt,MX
10.00043,23/05/2024,PROY-NOM-009-ARTF-2024,https://diariooficial.gob.mx/normasOficiales/9433/sict1/sict1.html,10.00043.txt,MX
10.00044,21/05/2024,PROY-NOM-003-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9431/sict_1_C/sict_1_C.html,10.00044.txt,MX
10.00045,17/05/2024,PROY-NOM-012-ARTF-2024,https://diariooficial.gob.mx/normasOficiales/9430/sict/sict.html,10.00045.txt,MX
10.00046,02/05/2024,PROY-NOM-010-ARTF-2024,https://diariooficial.gob.mx/normasOficiales/9429/sict/sict.html,10.00046.txt,MX
10.00047,25/04/2024,NOM-044-SEMARNAT-2017,https://diariooficial.gob.mx/normasOficiales/9428/semarnat/semarnat.html,10.00047.txt,MX
10.00048,24/04/2024,PROY-NOM-262-SSA1-2024,https://diariooficial.gob.mx/normasOficiales/9427/salud/salud.html,10.00048.txt,MX
10.00049,23/04/2024,NOM-008-SE-2021,https://diariooficial.gob.mx/normasOficiales/9425/seeco/seeco.html,10.00049.txt,MX
10.00050,23/04/2024,PROY-NOM-137-SSA1-2024,https://diariooficial.gob.mx/normasOficiales/9426/salud_3_C/salud_3_C.html,10.00050.txt,MX
10.00051,19/04/2024,NOM-034-SEMAR-2024,https://diariooficial.gob.mx/normasOficiales/9424/sm/sm.html,10.00051.txt,MX
10.00052,18/04/2024,NOM007SEMAR2024,https://diariooficial.gob.mx/normasOficiales/9422/sm/sm.html,10.00052.txt,MX
10.00053,18/04/2024,PROY-NOM-020-SEMAR-2023,https://diariooficial.gob.mx/normasOficiales/9423/sm1/sm1.html,10.00053.txt,MX
10.00054,12/04/2024,NOM-004-SEDATU-2023,https://diariooficial.gob.mx/normasOficiales/9421/sedatu/sedatu.html,10.00054.txt,MX
10.00055,03/04/2024,NOM-009-SEGOB-2015,https://diariooficial.gob.mx/normasOficiales/9420/seguridad/seguridad.html,10.00055.txt,MX
10.00056,23/03/2024,NOM-EM-003-ARTF-2023-1,https://diariooficial.gob.mx/normasOficiales/9419/sict/sict.html,10.00056.txt,MX
10.00057,22/03/2024,PROY-NOM-038-STPS-2023,https://diariooficial.gob.mx/normasOficiales/9418/stps/stps.html,10.00057.txt,MX
10.00058,19/03/2024,NOM-001-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9417/salud/salud.html,10.00058.txt,MX
10.00059,15/03/2024,NOM-007-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9415/sict/sict.html,10.00059.txt,MX
10.00060,15/03/2024,NOM-033-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9416/salud/salud.html,10.00060.txt,MX
10.00061,14/03/2024,NOM-006-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9414/sict/sict.html,10.00061.txt,MX
10.00062,11/03/2024,NOM-010-SSPC-2019,https://diariooficial.gob.mx/normasOficiales/9413/seguridad/seguridad.html,10.00062.txt,MX
10.00063,07/03/2024,NOM-006-STPS-2023,https://diariooficial.gob.mx/normasOficiales/9412/stps/stps.html,10.00063.txt,MX
10.00064,06/03/2024,NOM-003-SEDATU-2023,https://diariooficial.gob.mx/normasOficiales/9411/sedatu/sedatu.html,10.00064.txt,MX
10.00065,01/03/2024,NOM-91/2-SCT3-2022,https://diariooficial.gob.mx/normasOficiales/9409/sict/sict.html,10.00065.txt,MX
10.00066,01/03/2024,PROY-NOM-006-SEDATU-2024,https://diariooficial.gob.mx/normasOficiales/9410/sedatu/sedatu.html,10.00066.txt,MX
10.00067,29/02/2024,PROY-NOM-001-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9407/salud/salud.html,10.00067.txt,MX
10.00068,29/02/2024,NOM-008-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9408/SICT/SICT.html,10.00068.txt,MX
10.00069,28/02/2024,PROY-NOM-033-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9405/salud/salud.html,10.00069.txt,MX
10.00070,28/02/2024,PROY-NOM-003-SCT-SEMAR-ARTF-2021,https://diariooficial.gob.mx/normasOficiales/9406/.html,10.00070.txt,MX
10.00071,27/02/2024,PROY-NOM-007-SEDATU-2024,https://diariooficial.gob.mx/normasOficiales/9403/sedatu_2_C/sedatu_2_C.html,10.00071.txt,MX
10.00072,27/02/2024,PROY-NOM-043-SCT-SEMAR-ARTF-2022,https://diariooficial.gob.mx/normasOficiales/9404/sict_1_C/sict_1_C.html,10.00072.txt,MX
10.00073,19/02/2024,PROY-NOM-002-1-SCT-SEMAR-ARTF/2021,https://diariooficial.gob.mx/normasOficiales/9401/sict/sict.html,10.00073.txt,MX
10.00074,19/02/2024,PROY-NOM-007-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9402/sict1/sict1.html,10.00074.txt,MX
10.00075,16/02/2024,‎PROY-NOM-004-SEDATU-2023,https://diariooficial.gob.mx/normasOficiales/9400/Sedatu/Sedatu.html,10.00075.txt,MX
10.00076,14/02/2024,NOM-EM-018-SCT3-2023,https://diariooficial.gob.mx/normasOficiales/9399/sict/sict.html,10.00076.txt,MX
10.00077,09/02/2024,PROY-NOM-005-SEDATU-2024,https://diariooficial.gob.mx/normasOficiales/9398/sedatu/sedatu.html,10.00077.txt,MX
10.00078,02/02/2024,NOM-039-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9397/salud/salud.html,10.00078.txt,MX
10.00079,29/01/2024,PROY-NOM-003-SEDATU-2023,https://diariooficial.gob.mx/normasOficiales/9396/sict/sict.html,10.00079.txt,MX
10.00080,25/01/2024,NOM-172-SEMARNAT-2023,https://diariooficial.gob.mx/normasOficiales/9393/semarnat/semarnat.html,10.00080.txt,MX
10.00081,25/01/2024,NOM-003-STPS-2023,https://diariooficial.gob.mx/normasOficiales/9394/stps/stps.html,10.00081.txt,MX
10.00082,17/01/2024,PROY-NOM-064-SCT3-2021,https://diariooficial.gob.mx/normasOficiales/9392/sict/sict.html,10.00082.txt,MX
10.00083,09/01/2024,PROY-NOM-039-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9391/salud/salud.html,10.00083.txt,MX
10.00084,04/01/2024,PROY-NOM-172-SEMARNAT-2023,https://diariooficial.gob.mx/normasOficiales/9390/semarnat/semarnat.html,10.00084.txt,MX
10.00085,03/01/2024,NOM-163-SEMARNAT-SCFI-2023,https://diariooficial.gob.mx/normasOficiales/9389/semarnat/semarnat.html,10.00085.txt,MX
10.00086,29/12/2023,NOM-008-SE-2021,https://diariooficial.gob.mx/normasOficiales/9388/seeco1/seeco1.html,10.00086.txt,MX
10.00087,26/12/2023,NOM-001-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9387/sict/sict.html,10.00087.txt,MX
10.00088,22/12/2023,NOM-157-SEMARNAT-2009,https://diariooficial.gob.mx/normasOficiales/9385/semarnat_1_C/semarnat_1_C.html,10.00088.txt,MX
10.00089,22/12/2023,NOM-053-SCT-2-2022,https://diariooficial.gob.mx/normasOficiales/9386/sict_1_C/sict_1_C.html,10.00089.txt,MX
10.00090,18/12/2023,NOM-002-SCT-SEMAR-ARTF/2023,https://diariooficial.gob.mx/normasOficiales/9384/sict/sict.html,10.00090.txt,MX
10.00091,14/12/2023,PROY-NOM-008-SE-2020,https://diariooficial.gob.mx/normasOficiales/9382/seeco/seeco.html,10.00091.txt,MX
10.00092,14/12/2023,NOM-005-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9383/sict/sict.html,10.00092.txt,MX
10.00093,13/12/2023,NOM-037-SCT2-2020,https://diariooficial.gob.mx/normasOficiales/9381/sict/sict.html,10.00093.txt,MX
10.00094,11/12/2023,NOM-017-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9380/semarnat/semarnat.html,10.00094.txt,MX
10.00095,05/12/2023,NOM-018-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9379/semarnat/semarnat.html,10.00095.txt,MX
10.00096,01/12/2023,NOM-015-SEMARNAT/AGRICULTURA-2023,https://diariooficial.gob.mx/normasOficiales/9378/semarnat_1_C/semarnat_1_C.html,10.00096.txt,MX
10.00097,27/11/2023,PROY-NOM-006-SCT2/2022,https://diariooficial.gob.mx/normasOficiales/9377/sict/sict.html,10.00097.txt,MX
10.00098,23/11/2023,PROY-NOM-016-CONAGUA-2023,https://diariooficial.gob.mx/normasOficiales/9376/semarnat/semarnat.html,10.00098.txt,MX
10.00099,17/11/2023,PROY-NOM-91/2-SCT3-2021,https://diariooficial.gob.mx/normasOficiales/9375/sict/sict.html,10.00099.txt,MX
10.00100,14/11/2023,NOM-086-SCT2-2023,https://diariooficial.gob.mx/normasOficiales/9374/sict1/sict1.html,10.00100.txt,MX
10.00101,10/11/2023,PROY-NOM-018-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9373/semarnat/semarnat.html,10.00101.txt,MX
10.00102,09/11/2023,NOM-015-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9372/semarnat2/semarnat2.html,10.00102.txt,MX
10.00103,06/11/2023,NOM-012-SAG/ZOO-2020,https://diariooficial.gob.mx/normasOficiales/9371/sader/sader.html,10.00103.txt,MX
10.00104,03/11/2023,NOM-EM-001-SEMAR-2023,https://diariooficial.gob.mx/normasOficiales/9369/sm/sm.html,10.00104.txt,MX
10.00105,03/11/2023,PROY-NOM-017-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9370/semarnat/semarnat.html,10.00105.txt,MX
10.00106,02/11/2023,NOM-EM-003-SEMAR-2023,https://diariooficial.gob.mx/normasOficiales/9368/sm/sm.html,10.00106.txt,MX
10.00107,01/11/2023,NOM-173-SEMARNAT-2023,https://diariooficial.gob.mx/normasOficiales/9367/semarnat/semarnat.html,10.00107.txt,MX
10.00108,31/10/2023,NOM-014-ASEA-2022,https://diariooficial.gob.mx/normasOficiales/9366/semarnat/semarnat.html,10.00108.txt,MX
10.00109,30/10/2023,NOM-EM-002-SEMAR-2023,https://diariooficial.gob.mx/normasOficiales/9365/sm/sm.html,10.00109.txt,MX
10.00110,25/10/2023,NOM-061-ZOO-1999,https://diariooficial.gob.mx/normasOficiales/9363/sader_1_C/sader_1_C.html,10.00110.txt,MX
10.00111,25/10/2023,NOM-163-SEMARNAT-SCFI-2023,https://diariooficial.gob.mx/normasOficiales/9364/semarnat_1_C/semarnat_1_C.html,10.00111.txt,MX
10.00112,23/10/2023,PROY-NOM-020-SEMAR-2023,https://diariooficial.gob.mx/normasOficiales/9360/sm/sm.html,10.00112.txt,MX
10.00113,23/10/2023,PROY-NOM-034-SEMAR-2023,https://diariooficial.gob.mx/normasOficiales/9361/sm1/sm1.html,10.00113.txt,MX
10.00114,23/10/2023,PROY-NOM-015-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9362/semarnat/semarnat.html,10.00114.txt,MX
10.00115,20/10/2023,PROY-NOM-007-SEMAR-2023,https://diariooficial.gob.mx/normasOficiales/9359/sm1/sm1.html,10.00115.txt,MX
10.00116,16/10/2023,SEMARNAT/SAGARPA-2007,https://diariooficial.gob.mx/normasOficiales/9358/semarnat/semarnat.html,10.00116.txt,MX
10.00117,12/10/2023,NOM-026-SESH-2007,https://diariooficial.gob.mx/normasOficiales/9357/cnh1/cnh1.html,10.00117.txt,MX
10.00118,09/10/2023,"RESPUESTAS a los comentarios y modificaciones efectuadas al Proyecto de Modificación a la Norma Oficial Mexicana NOM-012-ZOO-1993, Especificaciones para la regulación de productos químicos, farmacéuticos, biológicos y al",https://diariooficial.gob.mx/normasOficiales/9356/sader_1_C/sader_1_C.html,10.00118.txt,MX
10.00119,05/10/2023,NOM-016-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9355/semarnat1/semarnat1.html,10.00119.txt,MX
10.00120,29/09/2023,NOM-EM-145/1-SCT3-2023,https://diariooficial.gob.mx/normasOficiales/9354/sict_1_C/sict_1_C.html,10.00120.txt,MX
10.00121,28/09/2023,PROY-NOM-173-SEMARNAT-2021,https://diariooficial.gob.mx/normasOficiales/9353/semarnat_1_C/semarnat_1_C.html,10.00121.txt,MX
10.00122,22/09/2023,NOM-EM-003-ARTF-2023-1,https://diariooficial.gob.mx/normasOficiales/9352/sict1/sict1.html,10.00122.txt,MX
10.00123,19/09/2023,NOM-034-SCT2/SEDATU-2022,https://diariooficial.gob.mx/normasOficiales/9350/sict_1_C/sict_1_C.html,10.00123.txt,MX
10.00124,19/09/2023,PROY-NOM-004-SEDATU-2023,https://diariooficial.gob.mx/normasOficiales/9351/sedatu_1_C/sedatu_1_C.html,10.00124.txt,MX
10.00125,15/09/2023,PROY-NOM-016-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9348/semarnat12_C/semarnat12_C.html,10.00125.txt,MX
10.00126,15/09/2023,NOM-177-SSA1-2013,https://diariooficial.gob.mx/normasOficiales/9349/salud11_C/salud11_C.html,10.00126.txt,MX
10.00127,14/09/2023,PROY-NOM-038-STPS-2023,https://diariooficial.gob.mx/normasOficiales/9347/stps11_C/stps11_C.html,10.00127.txt,MX
10.00128,11/09/2023,NOM-007-SCT-2-2022,https://diariooficial.gob.mx/normasOficiales/9346/sict11_C/sict11_C.html,10.00128.txt,MX
10.00129,06/09/2023,PROY-NOM-003-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9345/sict11_C/sict11_C.html,10.00129.txt,MX
10.00130,05/09/2023,PROY-NOM-036-SCT2-2022,https://diariooficial.gob.mx/normasOficiales/9344/sict1/sict1.html,10.00130.txt,MX
10.00131,28/08/2023,PROY-NOM-086-SCT2-2022,https://diariooficial.gob.mx/normasOficiales/9343/sict_1_C/sict_1_C.html,10.00131.txt,MX
10.00132,24/08/2023,NOM-177-SSA1-2013,https://diariooficial.gob.mx/normasOficiales/9342/salud12_C/salud12_C.html,10.00132.txt,MX
10.00133,23/08/2023,NOM-059-SSA1-2015,https://diariooficial.gob.mx/normasOficiales/9341/salud12_C/salud12_C.html,10.00133.txt,MX
10.00134,22/08/2023,NOM-EM-003-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9340/sict11_C/sict11_C.html,10.00134.txt,MX
10.00135,09/08/2023,NOM-249-SSA1-2010,https://diariooficial.gob.mx/normasOficiales/9339/salud15_C/salud15_C.html,10.00135.txt,MX
10.00136,24/07/2023,NOM-152-SEMARNAT-2023,https://diariooficial.gob.mx/normasOficiales/9338/semarnat11_C/semarnat11_C.html,10.00136.txt,MX
10.00137,19/07/2023,NOM-249-SSA1-2010,https://diariooficial.gob.mx/normasOficiales/9337/salud14_C/salud14_C.html,10.00137.txt,MX
10.00138,10/07/2023,PROY-NOM-187-SSA1/SE-2021,https://diariooficial.gob.mx/normasOficiales/9336/salud15_C/salud15_C.html,10.00138.txt,MX
10.00139,06/07/2023,NOM-152-SEMARNAT-2006,https://diariooficial.gob.mx/normasOficiales/9335/semarnat_6_C/semarnat_6_C.html,10.00139.txt,MX
10.00140,04/07/2023,NOM-167-SEMARNAT-2017,https://diariooficial.gob.mx/normasOficiales/9334/semarnat_5_C/semarnat_5_C.html,10.00140.txt,MX
10.00141,21/06/2023,PROY-NOM-017-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9332/semarnat_1_C/semarnat_1_C.html,10.00141.txt,MX
10.00142,16/06/2023,PROY-NOM-018-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9331/semarnat1/semarnat1.html,10.00142.txt,MX
10.00143,13/06/2023,PROY-NOM-001-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9330/sict_1_C/sict_1_C.html,10.00143.txt,MX
10.00144,12/06/2023,NOM-002-SAG/FITO-2015,https://diariooficial.gob.mx/normasOficiales/9329/sader_1_C/sader_1_C.html,10.00144.txt,MX
10.00145,09/06/2023,PROY-NOM-163-SEMARNAT-SCFI-2023,https://diariooficial.gob.mx/normasOficiales/9328/semarnat11_C/semarnat11_C.html,10.00145.txt,MX
10.00146,08/06/2023,NOM-037-STPS-2023,https://diariooficial.gob.mx/normasOficiales/9333/STPS_2_C/STPS_2_C.html,10.00146.txt,MX
10.00147,05/06/2023,PROY-NOM-003-SEDATU-2023,https://diariooficial.gob.mx/normasOficiales/9327/sedatu_3_C/sedatu_3_C.html,10.00147.txt,MX
10.00148,02/06/2023,NOM-010-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9326/salud_1_C/salud_1_C.html,10.00148.txt,MX
10.00149,22/05/2023,NOM-015-SSA-202,https://diariooficial.gob.mx/normasOficiales/9325/salud11_C/salud11_C.html,10.00149.txt,MX
10.00150,15/05/2023,PROY-NOM-037-STPS-2022,https://diariooficial.gob.mx/normasOficiales/9324/stps_3_C/stps_3_C.html,10.00150.txt,MX
10.00151,12/05/2023,NOM-013-FITO-1995,https://diariooficial.gob.mx/normasOficiales/9323/sader_1_C/sader_1_C.html,10.00151.txt,MX
10.00152,04/05/2023,PROY-NOM-010-SSA2-2018,https://diariooficial.gob.mx/normasOficiales/9322/salud_1_C/salud_1_C.html,10.00152.txt,MX
10.00153,03/05/2023,PROY-NOM-005-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9318/sict12_C/sict12_C.html,10.00153.txt,MX
10.00154,03/05/2023,PROY-NOM-006-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9319/sict13_C/sict13_C.html,10.00154.txt,MX
10.00155,03/05/2023,PROY-NOM-007-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9320/sict14_C/sict14_C.html,10.00155.txt,MX
10.00156,03/05/2023,PROY-NOM-008-ARTF-2023,https://diariooficial.gob.mx/normasOficiales/9321/sict15_C/sict15_C.html,10.00156.txt,MX
10.00157,21/04/2023,PROY-NOM-016-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9317/semarnat_1_C/semarnat_1_C.html,10.00157.txt,MX
10.00158,13/04/2023,PROY-NOM-015-SSA3-2018,https://diariooficial.gob.mx/normasOficiales/9315/salud_1_C/salud_1_C.html,10.00158.txt,MX
10.00159,13/04/2023,PROY-NOM-018-CRE-2022,https://diariooficial.gob.mx/normasOficiales/9316/cre_1_C/cre_1_C.html,10.00159.txt,MX
10.00160,12/04/2023,PROY-NOM-039-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9313/salud_1_C/salud_1_C.html,10.00160.txt,MX
10.00161,12/04/2023,PROY-NOM-172-SEMARNAT-2023,https://diariooficial.gob.mx/normasOficiales/9314/semarnat_1_C/semarnat_1_C.html,10.00161.txt,MX
10.00162,11/04/2023,PROY-NOM-033-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9312/salud_1_C/salud_1_C.html,10.00162.txt,MX
10.00163,10/04/2023,PROY-NOM-001-SSA-2023,https://diariooficial.gob.mx/normasOficiales/9311/salud_1_C/salud_1_C.html,10.00163.txt,MX
10.00164,03/03/2023,PROY-NOM-012-TUR-2022,https://diariooficial.gob.mx/normasOficiales/9310/turismo/turismo.html,10.00164.txt,MX
10.00165,02/03/2023,PROY-NOM-003-SCT-SEMAR-ARTF-2021,https://diariooficial.gob.mx/normasOficiales/9309/sict/sict.html,10.00165.txt,MX
10.00166,27/02/2023,PROY-NOM-015-ASEA-2023,https://diariooficial.gob.mx/normasOficiales/9308/semarnat/semarnat.html,10.00166.txt,MX
10.00167,20/02/2023,PROY-NOM-002-1-SCT-SEMAR-ARTF/2021,https://diariooficial.gob.mx/normasOficiales/9307/sict_1_C/sict_1_C.html,10.00167.txt,MX
10.00168,08/02/2023,PROY-NOM-011-SCT2/2021,https://diariooficial.gob.mx/normasOficiales/9306/sict/sict.html,10.00168.txt,MX
10.00169,17/01/2023,PROY-NOM-002-SCT/2020,https://diariooficial.gob.mx/normasOficiales/9305/sict/sict.html,10.00169.txt,MX
10.00170,13/01/2023,NOM-001-CRE/SCFI-2019,https://diariooficial.gob.mx/normasOficiales/9302/cre/cre.html,10.00170.txt,MX
10.00171,13/01/2023,NOM-EM-001-ARTF-2022,https://diariooficial.gob.mx/normasOficiales/9303/sict_1/sict_1.html,10.00171.txt,MX
10.00172,13/01/2023,PROY-NOM-036-SCT2-2022,https://diariooficial.gob.mx/normasOficiales/9304/sict_2/sict_2.html,10.00172.txt,MX
10.00173,20/12/2022,NOM-009-ASEA-2017,https://diariooficial.gob.mx/normasOficiales/9301/semarnat2/semarnat2.html,10.00173.txt,MX
10.00174,16/12/2022,NOM-EM-001-SSA3-2022,https://diariooficial.gob.mx/normasOficiales/9299/salud2/salud2.html,10.00174.txt,MX
10.00175,16/12/2022,NOM-EM-033-SSA3-2022,https://diariooficial.gob.mx/normasOficiales/9300/salud3/salud3.html,10.00175.txt,MX
10.00176,05/12/2022,NOM-001-SEMARNAT-2021,https://diariooficial.gob.mx/normasOficiales/9298/semarnat_3_C/semarnat_3_C.html,10.00176.txt,MX
10.00177,02/12/2022,PROY-NOM-034-SCT2/SEDATU-2021,https://diariooficial.gob.mx/normasOficiales/9297/sict_3_C/sict_3_C.html,10.00177.txt,MX
10.00178,01/12/2022,NOM-007-SCT-2-2022,https://diariooficial.gob.mx/normasOficiales/9296/sict_1_C/sict_1_C.html,10.00178.txt,MX
10.00179,29/11/2022,NOM-002-CONAGUA-2021,https://diariooficial.gob.mx/normasOficiales/9295/semarnat_1_C/semarnat_1_C.html,10.00179.txt,MX
10.00180,15/11/2022,PROY-NOM-064-SCT3-2021,https://diariooficial.gob.mx/normasOficiales/9293/sict/sict.html,10.00180.txt,MX
10.00181,15/11/2022,NOM-236-SE-2021,https://diariooficial.gob.mx/normasOficiales/9294/seeco/seeco.html,10.00181.txt,MX
10.00182,04/11/2022,NOM-013-ASEA-2021,https://diariooficial.gob.mx/normasOficiales/9292/semarnat1/semarnat1.html,10.00182.txt,MX
